,_raw_vialsite,_raw_Reagent0,_raw_Reagent1,_raw_Reagent2,_raw_Reagent3,_raw_Reagent4,_raw_Reagent5,_raw_labwareID,_raw_crystalscore,_raw_reagent_0_chemicals_0_InChIKey,_raw_reagent_0_chemicals_0_actual_amount,_raw_reagent_0_chemicals_0_actual_amount_units,_raw_reagent_0_chemicals_0_nominal_amount,_raw_reagent_0_chemicals_0_nominal_amount_units,_raw_reagent_0_date,_raw_reagent_0_id,_raw_reagent_0_instructions_0_op,_raw_reagent_0_instructions_0_temperature,_raw_reagent_0_instructions_0_temperature_units,_raw_reagent_0_operator,_raw_reagent_1_chemicals_0_InChIKey,_raw_reagent_1_chemicals_0_actual_amount,_raw_reagent_1_chemicals_0_actual_amount_units,_raw_reagent_1_chemicals_0_nominal_amount,_raw_reagent_1_chemicals_0_nominal_amount_units,_raw_reagent_1_chemicals_1_InChIKey,_raw_reagent_1_chemicals_1_actual_amount,_raw_reagent_1_chemicals_1_actual_amount_units,_raw_reagent_1_chemicals_1_nominal_amount,_raw_reagent_1_chemicals_1_nominal_amount_units,_raw_reagent_1_chemicals_2_InChIKey,_raw_reagent_1_chemicals_2_actual_amount,_raw_reagent_1_chemicals_2_actual_amount_units,_raw_reagent_1_chemicals_2_nominal_amount,_raw_reagent_1_chemicals_2_nominal_amount_units,_raw_reagent_1_date,_raw_reagent_1_id,_raw_reagent_1_instructions_0_duration,_raw_reagent_1_instructions_0_duration_units,_raw_reagent_1_instructions_0_op,_raw_reagent_1_instructions_0_stir,_raw_reagent_1_instructions_0_stir_units,_raw_reagent_1_instructions_0_temperature,_raw_reagent_1_instructions_0_temperature_units,_raw_reagent_1_instructions_1_op,_raw_reagent_1_instructions_1_temperature,_raw_reagent_1_instructions_1_temperature_units,_raw_reagent_1_operator,_raw_reagent_2_chemicals_0_InChIKey,_raw_reagent_2_chemicals_0_actual_amount,_raw_reagent_2_chemicals_0_actual_amount_units,_raw_reagent_2_chemicals_0_nominal_amount,_raw_reagent_2_chemicals_0_nominal_amount_units,_raw_reagent_2_chemicals_1_InChIKey,_raw_reagent_2_chemicals_1_actual_amount,_raw_reagent_2_chemicals_1_actual_amount_units,_raw_reagent_2_chemicals_1_nominal_amount,_raw_reagent_2_chemicals_1_nominal_amount_units,_raw_reagent_2_chemicals_2_InChIKey,_raw_reagent_2_chemicals_2_actual_amount,_raw_reagent_2_chemicals_2_actual_amount_units,_raw_reagent_2_chemicals_2_nominal_amount,_raw_reagent_2_chemicals_2_nominal_amount_units,_raw_reagent_2_date,_raw_reagent_2_id,_raw_reagent_2_instructions_0_duration,_raw_reagent_2_instructions_0_duration_units,_raw_reagent_2_instructions_0_op,_raw_reagent_2_instructions_0_stir,_raw_reagent_2_instructions_0_stir_units,_raw_reagent_2_instructions_0_temperature,_raw_reagent_2_instructions_0_temperature_units,_raw_reagent_2_instructions_1_op,_raw_reagent_2_instructions_1_temperature,_raw_reagent_2_instructions_1_temperature_units,_raw_reagent_2_operator,_raw_reagent_3_chemicals_0_InChIKey,_raw_reagent_3_chemicals_0_actual_amount,_raw_reagent_3_chemicals_0_actual_amount_units,_raw_reagent_3_chemicals_0_nominal_amount,_raw_reagent_3_chemicals_0_nominal_amount_units,_raw_reagent_3_chemicals_1_InChIKey,_raw_reagent_3_chemicals_1_actual_amount,_raw_reagent_3_chemicals_1_actual_amount_units,_raw_reagent_3_chemicals_1_nominal_amount,_raw_reagent_3_chemicals_1_nominal_amount_units,_raw_reagent_3_chemicals_2_InChIKey,_raw_reagent_3_chemicals_2_actual_amount,_raw_reagent_3_chemicals_2_actual_amount_units,_raw_reagent_3_chemicals_2_nominal_amount,_raw_reagent_3_chemicals_2_nominal_amount_units,_raw_reagent_3_date,_raw_reagent_3_id,_raw_reagent_3_instructions_0_duration,_raw_reagent_3_instructions_0_duration_units,_raw_reagent_3_instructions_0_op,_raw_reagent_3_instructions_0_stir,_raw_reagent_3_instructions_0_stir_units,_raw_reagent_3_instructions_0_temperature,_raw_reagent_3_instructions_0_temperature_units,_raw_reagent_3_instructions_1_op,_raw_reagent_3_instructions_1_temperature,_raw_reagent_3_instructions_1_temperature_units,_raw_reagent_3_operator,_raw_reagent_4_chemicals_0_InChIKey,_raw_reagent_4_chemicals_0_actual_amount,_raw_reagent_4_chemicals_0_actual_amount_units,_raw_reagent_4_chemicals_0_nominal_amount,_raw_reagent_4_chemicals_0_nominal_amount_units,_raw_reagent_4_date,_raw_reagent_4_id,_raw_reagent_4_instructions_0_op,_raw_reagent_4_instructions_0_temperature,_raw_reagent_4_instructions_0_temperature_units,_raw_reagent_4_operator,_raw_reagent_5_chemicals_0_InChIKey,_raw_reagent_5_chemicals_0_actual_amount,_raw_reagent_5_chemicals_0_actual_amount_units,_raw_reagent_5_chemicals_0_nominal_amount,_raw_reagent_5_chemicals_0_nominal_amount_units,_raw_reagent_5_date,_raw_reagent_5_id,_raw_reagent_5_instructions_0_op,_raw_reagent_5_instructions_0_temperature,_raw_reagent_5_instructions_0_temperature_units,_raw_reagent_5_operator,_raw_ExpVer,_raw_GenVer,_raw_datecreated,_raw_jobserial,_raw_lab,_raw_operator,_raw_timecreated_UTC,_raw_Temperature (C),_raw_Stir Rate (rpm),_raw_Mixing time1 (s),_raw_Mixing time2 (s),_raw_Reaction time (s)
810,E6,167,0,0,333,39,39,Symyx_96_well_0003,2,YEJRWHAVMIAJKC-UHFFFAOYSA-N,4.677,gram,12,milliliter,2018-06-05,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.47,gram,12.45,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,4.677,gram,4.67,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,2018-06-05,2,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,CALQKRVFTWDYDG-UHFFFAOYSA-N,10.867,gram,10.86,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.463,gram,12.45,gram,2018-06-05,3,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,4.495,gram,8.97,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.668,gram,16.6,gram,2018-06-05,4,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,6,heat,22,celsius,Zhi Li,0,0,2018-06-05,2018-06-05T20_57_54.000000+00_00_LBL,LBL,Zhi Li,16_57_54,105.0,750.0,900.0,1200.0,9000.0
811,G6,167,0,0,333,39,39,Symyx_96_well_0003,2,YEJRWHAVMIAJKC-UHFFFAOYSA-N,4.677,gram,12,milliliter,2018-06-05,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.47,gram,12.45,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,4.677,gram,4.67,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,2018-06-05,2,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,CALQKRVFTWDYDG-UHFFFAOYSA-N,10.867,gram,10.86,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.463,gram,12.45,gram,2018-06-05,3,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,4.495,gram,8.97,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.668,gram,16.6,gram,2018-06-05,4,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,6,heat,22,celsius,Zhi Li,0,0,2018-06-05,2018-06-05T20_57_54.000000+00_00_LBL,LBL,Zhi Li,16_57_54,105.0,750.0,900.0,1200.0,9000.0
812,B6,167,0,0,333,55,55,Symyx_96_well_0003,2,YEJRWHAVMIAJKC-UHFFFAOYSA-N,4.677,gram,12,milliliter,2018-06-05,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.47,gram,12.45,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,4.677,gram,4.67,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,2018-06-05,2,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,CALQKRVFTWDYDG-UHFFFAOYSA-N,10.867,gram,10.86,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.463,gram,12.45,gram,2018-06-05,3,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,4.495,gram,8.97,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.668,gram,16.6,gram,2018-06-05,4,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,6,heat,22,celsius,Zhi Li,0,0,2018-06-05,2018-06-05T20_57_54.000000+00_00_LBL,LBL,Zhi Li,16_57_54,105.0,750.0,900.0,1200.0,9000.0
813,D6,167,0,0,333,47,47,Symyx_96_well_0003,2,YEJRWHAVMIAJKC-UHFFFAOYSA-N,4.677,gram,12,milliliter,2018-06-05,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.47,gram,12.45,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,4.677,gram,4.67,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,2018-06-05,2,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,CALQKRVFTWDYDG-UHFFFAOYSA-N,10.867,gram,10.86,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.463,gram,12.45,gram,2018-06-05,3,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,4.495,gram,8.97,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.668,gram,16.6,gram,2018-06-05,4,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,6,heat,22,celsius,Zhi Li,0,0,2018-06-05,2018-06-05T20_57_54.000000+00_00_LBL,LBL,Zhi Li,16_57_54,105.0,750.0,900.0,1200.0,9000.0
814,F6,167,0,0,333,47,47,Symyx_96_well_0003,2,YEJRWHAVMIAJKC-UHFFFAOYSA-N,4.677,gram,12,milliliter,2018-06-05,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.47,gram,12.45,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,4.677,gram,4.67,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,2018-06-05,2,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,CALQKRVFTWDYDG-UHFFFAOYSA-N,10.867,gram,10.86,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.463,gram,12.45,gram,2018-06-05,3,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,4.495,gram,8.97,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.668,gram,16.6,gram,2018-06-05,4,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,6,heat,22,celsius,Zhi Li,0,0,2018-06-05,2018-06-05T20_57_54.000000+00_00_LBL,LBL,Zhi Li,16_57_54,105.0,750.0,900.0,1200.0,9000.0
815,H6,167,0,0,333,62,62,Symyx_96_well_0003,2,YEJRWHAVMIAJKC-UHFFFAOYSA-N,4.677,gram,12,milliliter,2018-06-05,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.47,gram,12.45,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,4.677,gram,4.67,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,2018-06-05,2,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,CALQKRVFTWDYDG-UHFFFAOYSA-N,10.867,gram,10.86,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.463,gram,12.45,gram,2018-06-05,3,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,4.495,gram,8.97,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.668,gram,16.6,gram,2018-06-05,4,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,6,heat,22,celsius,Zhi Li,0,0,2018-06-05,2018-06-05T20_57_54.000000+00_00_LBL,LBL,Zhi Li,16_57_54,105.0,750.0,900.0,1200.0,9000.0
816,A7,0,500,0,0,62,0,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,4.677,gram,12,milliliter,2018-06-05,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.47,gram,12.45,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,4.677,gram,4.67,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,2018-06-05,2,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,CALQKRVFTWDYDG-UHFFFAOYSA-N,10.867,gram,10.86,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.463,gram,12.45,gram,2018-06-05,3,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,4.495,gram,8.97,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.668,gram,16.6,gram,2018-06-05,4,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,6,heat,22,celsius,Zhi Li,0,0,2018-06-05,2018-06-05T20_57_54.000000+00_00_LBL,LBL,Zhi Li,16_57_54,105.0,750.0,900.0,1200.0,9000.0
817,C7,0,500,0,0,55,55,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,4.677,gram,12,milliliter,2018-06-05,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.47,gram,12.45,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,4.677,gram,4.67,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,2018-06-05,2,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,CALQKRVFTWDYDG-UHFFFAOYSA-N,10.867,gram,10.86,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.463,gram,12.45,gram,2018-06-05,3,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,4.495,gram,8.97,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.668,gram,16.6,gram,2018-06-05,4,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,6,heat,22,celsius,Zhi Li,0,0,2018-06-05,2018-06-05T20_57_54.000000+00_00_LBL,LBL,Zhi Li,16_57_54,105.0,750.0,900.0,1200.0,9000.0
818,E7,0,500,0,0,39,39,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,4.677,gram,12,milliliter,2018-06-05,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.47,gram,12.45,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,4.677,gram,4.67,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,2018-06-05,2,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,CALQKRVFTWDYDG-UHFFFAOYSA-N,10.867,gram,10.86,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.463,gram,12.45,gram,2018-06-05,3,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,4.495,gram,8.97,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.668,gram,16.6,gram,2018-06-05,4,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,6,heat,22,celsius,Zhi Li,0,0,2018-06-05,2018-06-05T20_57_54.000000+00_00_LBL,LBL,Zhi Li,16_57_54,105.0,750.0,900.0,1200.0,9000.0
819,G7,0,500,0,0,39,39,Symyx_96_well_0003,2,YEJRWHAVMIAJKC-UHFFFAOYSA-N,4.677,gram,12,milliliter,2018-06-05,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.47,gram,12.45,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,4.677,gram,4.67,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,2018-06-05,2,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,CALQKRVFTWDYDG-UHFFFAOYSA-N,10.867,gram,10.86,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.463,gram,12.45,gram,2018-06-05,3,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,4.495,gram,8.97,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.668,gram,16.6,gram,2018-06-05,4,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,6,heat,22,celsius,Zhi Li,0,0,2018-06-05,2018-06-05T20_57_54.000000+00_00_LBL,LBL,Zhi Li,16_57_54,105.0,750.0,900.0,1200.0,9000.0
820,B7,0,500,0,0,55,55,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,4.677,gram,12,milliliter,2018-06-05,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.47,gram,12.45,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,4.677,gram,4.67,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,2018-06-05,2,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,CALQKRVFTWDYDG-UHFFFAOYSA-N,10.867,gram,10.86,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.463,gram,12.45,gram,2018-06-05,3,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,4.495,gram,8.97,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.668,gram,16.6,gram,2018-06-05,4,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,6,heat,22,celsius,Zhi Li,0,0,2018-06-05,2018-06-05T20_57_54.000000+00_00_LBL,LBL,Zhi Li,16_57_54,105.0,750.0,900.0,1200.0,9000.0
821,D7,0,500,0,0,47,47,Symyx_96_well_0003,4,YEJRWHAVMIAJKC-UHFFFAOYSA-N,4.677,gram,12,milliliter,2018-06-05,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.47,gram,12.45,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,4.677,gram,4.67,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,2018-06-05,2,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,CALQKRVFTWDYDG-UHFFFAOYSA-N,10.867,gram,10.86,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.463,gram,12.45,gram,2018-06-05,3,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,4.495,gram,8.97,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.668,gram,16.6,gram,2018-06-05,4,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,6,heat,22,celsius,Zhi Li,0,0,2018-06-05,2018-06-05T20_57_54.000000+00_00_LBL,LBL,Zhi Li,16_57_54,105.0,750.0,900.0,1200.0,9000.0
822,F7,0,500,0,0,47,47,Symyx_96_well_0003,2,YEJRWHAVMIAJKC-UHFFFAOYSA-N,4.677,gram,12,milliliter,2018-06-05,1,heat,45,celsius,Zhi Li,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.47,gram,12.45,gram,XFYICZOIWSBQSK-UHFFFAOYSA-N,4.677,gram,4.67,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,2018-06-05,2,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,CALQKRVFTWDYDG-UHFFFAOYSA-N,10.867,gram,10.86,gram,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,RQQRAHKHDFPBMC-UHFFFAOYSA-L,12.463,gram,12.45,gram,2018-06-05,3,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,YEJRWHAVMIAJKC-UHFFFAOYSA-N,18,milliliter,18,milliliter,UPHCENSIMPJEIS-UHFFFAOYSA-N,4.495,gram,8.97,gram,RQQRAHKHDFPBMC-UHFFFAOYSA-L,16.668,gram,16.6,gram,2018-06-05,4,3600,second,heatstir,450,rpm,60,celsius,heat,45,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,5,heat,22,celsius,Zhi Li,BDAGIHXWWSANSR-UHFFFAOYSA-N,8,milliliter,4.5,milliliter,2018-06-05,6,heat,22,celsius,Zhi Li,0,0,2018-06-05,2018-06-05T20_57_54.000000+00_00_LBL,LBL,Zhi Li,16_57_54,105.0,750.0,900.0,1200.0,9000.0
